campaign_id,title,description,product,channel,target_region,start_date,end_date,owner_id,budget,status
2342,RespiraCare Display Ads Campaign 2342,Marketing campaign for RespiraCare through Display Ads,RespiraCare,Display Ads,Southeast,2024-12-10,2025-03-17,189,86619.18,active
2343,OncoGuide Social Media Campaign 2343,Marketing campaign for OncoGuide through Social Media,OncoGuide,Social Media,National,2026-02-03,2026-02-26,58,41078.47,paused
2344,VitalPath Content Marketing Campaign 2344,Marketing campaign for VitalPath through Content Marketing,VitalPath,Content Marketing,Northeast,2024-11-25,2025-03-17,276,184159.64,paused
2345,NeuroWell Social Media Campaign 2345,Marketing campaign for NeuroWell through Social Media,NeuroWell,Social Media,National,2025-03-24,2025-07-15,204,167131.02,active
2346,NeuroWell Referral Campaign 2346,Marketing campaign for NeuroWell through Referral,NeuroWell,Referral,National,2025-05-02,2025-06-06,16,136107.3,active
2347,VitalPath SMS Campaign 2347,Marketing campaign for VitalPath through SMS,VitalPath,SMS,National,2026-01-14,2026-02-06,460,179411.54,planned
2348,CareBridge Social Media Campaign 2348,Marketing campaign for CareBridge through Social Media,CareBridge,Social Media,Midwest,2025-12-30,2026-01-21,311,207195.29,completed
2349,CardioPlus Provider Outreach Campaign 2349,Marketing campaign for CardioPlus through Provider Outreach,CardioPlus,Provider Outreach,Southeast,2025-10-24,2026-01-27,100,153393.55,completed
2350,OncoGuide Webinar Campaign 2350,Marketing campaign for OncoGuide through Webinar,OncoGuide,Webinar,Southeast,2025-10-28,2026-01-19,258,157159.85,completed
2351,RespiraCare Email Campaign 2351,Marketing campaign for RespiraCare through Email,RespiraCare,Email,National,2026-02-04,2026-03-19,452,11833.69,planned
2352,CareBridge Display Ads Campaign 2352,Marketing campaign for CareBridge through Display Ads,CareBridge,Display Ads,Midwest,2025-05-22,2025-06-13,367,120120.15,planned
2353,OncoGuide Webinar Campaign 2353,Marketing campaign for OncoGuide through Webinar,OncoGuide,Webinar,National,2026-01-31,2026-04-09,177,65763.34,completed
2354,CardioPlus Referral Campaign 2354,Marketing campaign for CardioPlus through Referral,CardioPlus,Referral,West,2024-11-06,2024-12-23,219,54935.71,completed
2355,NeuroWell Display Ads Campaign 2355,Marketing campaign for NeuroWell through Display Ads,NeuroWell,Display Ads,West,2025-10-04,2025-10-26,244,177030.47,planned
2356,DermAssist Social Media Campaign 2356,Marketing campaign for DermAssist through Social Media,DermAssist,Social Media,Northeast,2024-04-29,2024-08-03,352,161981.4,active
2357,RespiraCare Referral Campaign 2357,Marketing campaign for RespiraCare through Referral,RespiraCare,Referral,West,2025-06-08,2025-08-19,492,184629.26,paused
2358,OncoGuide Content Marketing Campaign 2358,Marketing campaign for OncoGuide through Content Marketing,OncoGuide,Content Marketing,Midwest,2025-07-16,2025-10-05,264,18047.45,paused
2359,VitalPath Paid Search Campaign 2359,Marketing campaign for VitalPath through Paid Search,VitalPath,Paid Search,Southwest,2025-07-11,2025-10-22,69,70737.49,active
2360,CardioPlus Paid Search Campaign 2360,Marketing campaign for CardioPlus through Paid Search,CardioPlus,Paid Search,West,2024-10-31,2025-01-01,120,215876.43,paused
2361,RespiraCare Organic Search Campaign 2361,Marketing campaign for RespiraCare through Organic Search,RespiraCare,Organic Search,West,2025-10-21,2025-12-06,90,226425.97,active
2362,NeuroWell Social Media Campaign 2362,Marketing campaign for NeuroWell through Social Media,NeuroWell,Social Media,Northeast,2025-07-21,2025-09-30,84,143299.25,active
2363,VitalPath Email Campaign 2363,Marketing campaign for VitalPath through Email,VitalPath,Email,Southeast,2024-07-14,2024-10-18,338,99798.6,active
2364,CardioPlus Content Marketing Campaign 2364,Marketing campaign for CardioPlus through Content Marketing,CardioPlus,Content Marketing,Southeast,2024-08-29,2024-11-17,444,140590.32,active
2365,GlucoTrack Email Campaign 2365,Marketing campaign for GlucoTrack through Email,GlucoTrack,Email,Southeast,2024-08-08,2024-09-06,23,48723.23,planned
2366,CareBridge Display Ads Campaign 2366,Marketing campaign for CareBridge through Display Ads,CareBridge,Display Ads,Northeast,2024-04-30,2024-05-22,355,110190.72,planned
2367,VitalPath Provider Outreach Campaign 2367,Marketing campaign for VitalPath through Provider Outreach,VitalPath,Provider Outreach,West,2026-03-25,2026-04-11,261,33060.57,planned
2368,DermAssist Provider Outreach Campaign 2368,Marketing campaign for DermAssist through Provider Outreach,DermAssist,Provider Outreach,Midwest,2026-01-12,2026-03-04,97,199824.32,planned
2369,RespiraCare SMS Campaign 2369,Marketing campaign for RespiraCare through SMS,RespiraCare,SMS,National,2026-03-30,2026-07-14,121,163519.28,planned
2370,CardioPlus Display Ads Campaign 2370,Marketing campaign for CardioPlus through Display Ads,CardioPlus,Display Ads,West,2025-07-19,2025-10-06,387,71261.81,active
2371,CareBridge Content Marketing Campaign 2371,Marketing campaign for CareBridge through Content Marketing,CareBridge,Content Marketing,National,2024-09-15,2024-11-08,159,81148.88,planned
2372,CardioPlus Display Ads Campaign 2372,Marketing campaign for CardioPlus through Display Ads,CardioPlus,Display Ads,Southwest,2024-05-14,2024-05-28,102,209319.37,active
2373,RespiraCare SMS Campaign 2373,Marketing campaign for RespiraCare through SMS,RespiraCare,SMS,West,2024-04-20,2024-06-20,419,238266.73,paused
2374,DermAssist Email Campaign 2374,Marketing campaign for DermAssist through Email,DermAssist,Email,Northeast,2025-03-23,2025-07-21,39,226026.03,paused
2375,CareBridge Webinar Campaign 2375,Marketing campaign for CareBridge through Webinar,CareBridge,Webinar,Northeast,2025-03-19,2025-06-26,200,25730.8,paused
2376,GlucoTrack Paid Search Campaign 2376,Marketing campaign for GlucoTrack through Paid Search,GlucoTrack,Paid Search,Southeast,2026-03-30,2026-05-30,154,176907.68,completed
2377,DermAssist Paid Search Campaign 2377,Marketing campaign for DermAssist through Paid Search,DermAssist,Paid Search,West,2024-04-18,2024-08-13,229,101509.35,completed
2378,CardioPlus Referral Campaign 2378,Marketing campaign for CardioPlus through Referral,CardioPlus,Referral,Midwest,2025-12-08,2026-03-11,241,154948.36,active
2379,NeuroWell Webinar Campaign 2379,Marketing campaign for NeuroWell through Webinar,NeuroWell,Webinar,Southwest,2025-03-17,2025-05-23,281,139828.39,paused
2380,VitalPath Email Campaign 2380,Marketing campaign for VitalPath through Email,VitalPath,Email,West,2024-08-19,2024-10-21,311,133404.76,paused
2381,GlucoTrack Display Ads Campaign 2381,Marketing campaign for GlucoTrack through Display Ads,GlucoTrack,Display Ads,National,2025-06-24,2025-09-17,267,133697.24,paused
2382,DermAssist Email Campaign 2382,Marketing campaign for DermAssist through Email,DermAssist,Email,West,2025-12-15,2026-03-17,38,94635.95,paused
2383,GlucoTrack Content Marketing Campaign 2383,Marketing campaign for GlucoTrack through Content Marketing,GlucoTrack,Content Marketing,Southwest,2024-09-04,2024-11-03,233,115254.26,planned
2384,OncoGuide Email Campaign 2384,Marketing campaign for OncoGuide through Email,OncoGuide,Email,Southeast,2025-10-07,2026-01-05,122,235987.2,paused
2385,DermAssist Display Ads Campaign 2385,Marketing campaign for DermAssist through Display Ads,DermAssist,Display Ads,National,2026-03-02,2026-06-13,392,212769.72,active
2386,GlucoTrack Referral Campaign 2386,Marketing campaign for GlucoTrack through Referral,GlucoTrack,Referral,West,2025-02-06,2025-02-21,155,214130.8,completed
2387,VitalPath SMS Campaign 2387,Marketing campaign for VitalPath through SMS,VitalPath,SMS,Midwest,2024-08-03,2024-08-26,402,85896.76,planned
2388,RespiraCare Paid Search Campaign 2388,Marketing campaign for RespiraCare through Paid Search,RespiraCare,Paid Search,Southeast,2025-04-10,2025-06-25,234,168728.16,paused
2389,OncoGuide Paid Search Campaign 2389,Marketing campaign for OncoGuide through Paid Search,OncoGuide,Paid Search,National,2024-12-04,2025-02-05,309,26853.28,active
2390,CareBridge Organic Search Campaign 2390,Marketing campaign for CareBridge through Organic Search,CareBridge,Organic Search,Southeast,2024-11-21,2024-12-16,312,110628.39,active
2391,VitalPath SMS Campaign 2391,Marketing campaign for VitalPath through SMS,VitalPath,SMS,Northeast,2024-08-04,2024-11-03,483,129520.01,paused
2392,RespiraCare SMS Campaign 2392,Marketing campaign for RespiraCare through SMS,RespiraCare,SMS,Southeast,2024-05-28,2024-09-22,363,68801.06,planned
2393,RespiraCare SMS Campaign 2393,Marketing campaign for RespiraCare through SMS,RespiraCare,SMS,Northeast,2026-01-16,2026-04-10,178,123068.32,completed
2394,OncoGuide Email Campaign 2394,Marketing campaign for OncoGuide through Email,OncoGuide,Email,Southeast,2025-03-21,2025-07-12,259,211695.69,active
2395,CardioPlus Content Marketing Campaign 2395,Marketing campaign for CardioPlus through Content Marketing,CardioPlus,Content Marketing,National,2026-02-02,2026-04-03,255,7461.27,planned
2396,NeuroWell SMS Campaign 2396,Marketing campaign for NeuroWell through SMS,NeuroWell,SMS,Northeast,2024-06-05,2024-09-07,205,104272.16,paused
2397,OncoGuide Webinar Campaign 2397,Marketing campaign for OncoGuide through Webinar,OncoGuide,Webinar,Southwest,2024-08-28,2024-10-08,424,212361.72,active
2398,DermAssist Webinar Campaign 2398,Marketing campaign for DermAssist through Webinar,DermAssist,Webinar,Northeast,2025-05-13,2025-06-16,471,4249.05,paused
2399,OncoGuide Organic Search Campaign 2399,Marketing campaign for OncoGuide through Organic Search,OncoGuide,Organic Search,National,2025-05-26,2025-08-31,485,173145.28,paused
2400,CareBridge Paid Search Campaign 2400,Marketing campaign for CareBridge through Paid Search,CareBridge,Paid Search,West,2024-10-21,2024-11-15,70,99203.06,completed
2401,CardioPlus SMS Campaign 2401,Marketing campaign for CardioPlus through SMS,CardioPlus,SMS,National,2024-04-22,2024-07-06,34,235913.87,planned
2402,DermAssist Email Campaign 2402,Marketing campaign for DermAssist through Email,DermAssist,Email,Southwest,2024-06-27,2024-07-25,295,153773.35,planned
2403,DermAssist Organic Search Campaign 2403,Marketing campaign for DermAssist through Organic Search,DermAssist,Organic Search,National,2026-01-11,2026-04-19,45,108568.71,planned
2404,VitalPath Email Campaign 2404,Marketing campaign for VitalPath through Email,VitalPath,Email,Southeast,2025-11-16,2026-01-15,117,205741.43,active
2405,GlucoTrack Provider Outreach Campaign 2405,Marketing campaign for GlucoTrack through Provider Outreach,GlucoTrack,Provider Outreach,National,2024-05-21,2024-06-08,237,149631.16,planned
2406,GlucoTrack Referral Campaign 2406,Marketing campaign for GlucoTrack through Referral,GlucoTrack,Referral,Midwest,2024-04-21,2024-07-05,132,144778.62,completed
2407,OncoGuide Content Marketing Campaign 2407,Marketing campaign for OncoGuide through Content Marketing,OncoGuide,Content Marketing,Southwest,2025-10-12,2025-12-02,117,131910.03,active
2408,OncoGuide Content Marketing Campaign 2408,Marketing campaign for OncoGuide through Content Marketing,OncoGuide,Content Marketing,Southwest,2026-02-18,2026-04-25,177,66501.44,planned
2409,OncoGuide Display Ads Campaign 2409,Marketing campaign for OncoGuide through Display Ads,OncoGuide,Display Ads,Midwest,2025-03-04,2025-06-19,46,52939.59,planned
2410,GlucoTrack Email Campaign 2410,Marketing campaign for GlucoTrack through Email,GlucoTrack,Email,Northeast,2024-09-30,2025-01-20,372,66680.78,active
2411,CareBridge Social Media Campaign 2411,Marketing campaign for CareBridge through Social Media,CareBridge,Social Media,Northeast,2025-01-15,2025-05-08,288,172096.78,paused
2412,DermAssist Display Ads Campaign 2412,Marketing campaign for DermAssist through Display Ads,DermAssist,Display Ads,Southeast,2026-03-11,2026-05-01,110,66240.29,completed
2413,CardioPlus Provider Outreach Campaign 2413,Marketing campaign for CardioPlus through Provider Outreach,CardioPlus,Provider Outreach,West,2026-02-23,2026-03-28,216,215924.92,paused
2414,VitalPath Social Media Campaign 2414,Marketing campaign for VitalPath through Social Media,VitalPath,Social Media,Southeast,2024-05-17,2024-09-03,220,148306.64,completed
2415,NeuroWell Referral Campaign 2415,Marketing campaign for NeuroWell through Referral,NeuroWell,Referral,Southeast,2026-03-10,2026-05-01,477,77999.01,completed
2416,RespiraCare Provider Outreach Campaign 2416,Marketing campaign for RespiraCare through Provider Outreach,RespiraCare,Provider Outreach,West,2025-12-30,2026-02-11,196,229006.11,planned
2417,VitalPath Display Ads Campaign 2417,Marketing campaign for VitalPath through Display Ads,VitalPath,Display Ads,National,2024-12-30,2025-02-24,28,231971.96,planned
2418,DermAssist SMS Campaign 2418,Marketing campaign for DermAssist through SMS,DermAssist,SMS,Southwest,2025-02-17,2025-04-18,230,22775.22,active
2419,CardioPlus Content Marketing Campaign 2419,Marketing campaign for CardioPlus through Content Marketing,CardioPlus,Content Marketing,Midwest,2024-09-24,2024-12-19,94,11401.53,completed
2420,RespiraCare Email Campaign 2420,Marketing campaign for RespiraCare through Email,RespiraCare,Email,West,2024-07-09,2024-07-28,253,167522.36,planned
2421,GlucoTrack Paid Search Campaign 2421,Marketing campaign for GlucoTrack through Paid Search,GlucoTrack,Paid Search,West,2026-03-09,2026-04-21,52,117286.83,paused
2422,CardioPlus Organic Search Campaign 2422,Marketing campaign for CardioPlus through Organic Search,CardioPlus,Organic Search,Midwest,2024-06-30,2024-09-28,352,84147.89,paused
2423,OncoGuide Organic Search Campaign 2423,Marketing campaign for OncoGuide through Organic Search,OncoGuide,Organic Search,Southwest,2025-09-29,2025-12-01,28,159559.94,completed
2424,RespiraCare Paid Search Campaign 2424,Marketing campaign for RespiraCare through Paid Search,RespiraCare,Paid Search,Northeast,2026-04-01,2026-05-14,162,171599.22,planned
2425,VitalPath SMS Campaign 2425,Marketing campaign for VitalPath through SMS,VitalPath,SMS,West,2025-09-17,2025-10-18,94,196878.59,completed
2426,OncoGuide Provider Outreach Campaign 2426,Marketing campaign for OncoGuide through Provider Outreach,OncoGuide,Provider Outreach,National,2026-02-23,2026-03-16,6,190608.0,planned
2427,DermAssist Social Media Campaign 2427,Marketing campaign for DermAssist through Social Media,DermAssist,Social Media,Southeast,2024-06-17,2024-08-10,57,216117.44,completed
2428,RespiraCare Display Ads Campaign 2428,Marketing campaign for RespiraCare through Display Ads,RespiraCare,Display Ads,West,2025-12-28,2026-04-04,352,159527.98,completed
2429,CardioPlus Display Ads Campaign 2429,Marketing campaign for CardioPlus through Display Ads,CardioPlus,Display Ads,Southwest,2024-05-12,2024-07-21,145,27673.59,active
2430,CardioPlus SMS Campaign 2430,Marketing campaign for CardioPlus through SMS,CardioPlus,SMS,West,2026-02-02,2026-03-04,238,177949.36,completed
2431,NeuroWell Paid Search Campaign 2431,Marketing campaign for NeuroWell through Paid Search,NeuroWell,Paid Search,Southwest,2025-08-30,2025-09-16,468,14891.69,completed
2432,RespiraCare Email Campaign 2432,Marketing campaign for RespiraCare through Email,RespiraCare,Email,West,2025-09-25,2025-12-27,111,53206.07,planned
2433,OncoGuide Email Campaign 2433,Marketing campaign for OncoGuide through Email,OncoGuide,Email,Southwest,2024-04-19,2024-06-07,179,219936.86,planned
2434,RespiraCare Paid Search Campaign 2434,Marketing campaign for RespiraCare through Paid Search,RespiraCare,Paid Search,Midwest,2025-05-15,2025-08-15,358,20786.14,planned
2435,OncoGuide Referral Campaign 2435,Marketing campaign for OncoGuide through Referral,OncoGuide,Referral,Southeast,2024-10-06,2025-01-11,173,91716.02,completed
2436,OncoGuide Email Campaign 2436,Marketing campaign for OncoGuide through Email,OncoGuide,Email,Northeast,2025-10-02,2025-12-27,175,92252.46,planned
2437,VitalPath Content Marketing Campaign 2437,Marketing campaign for VitalPath through Content Marketing,VitalPath,Content Marketing,Northeast,2024-06-02,2024-08-07,494,235320.84,planned
2438,CardioPlus Paid Search Campaign 2438,Marketing campaign for CardioPlus through Paid Search,CardioPlus,Paid Search,National,2025-02-20,2025-05-18,220,138043.62,paused
2439,NeuroWell Display Ads Campaign 2439,Marketing campaign for NeuroWell through Display Ads,NeuroWell,Display Ads,National,2025-04-23,2025-06-09,23,126735.6,active
2440,NeuroWell Content Marketing Campaign 2440,Marketing campaign for NeuroWell through Content Marketing,NeuroWell,Content Marketing,Midwest,2025-10-26,2025-12-06,340,212524.68,completed
2441,CardioPlus Provider Outreach Campaign 2441,Marketing campaign for CardioPlus through Provider Outreach,CardioPlus,Provider Outreach,Southwest,2026-02-15,2026-03-29,11,124221.8,active
2442,NeuroWell Organic Search Campaign 2442,Marketing campaign for NeuroWell through Organic Search,NeuroWell,Organic Search,Northeast,2025-01-02,2025-02-26,5,159322.13,planned
2443,DermAssist Webinar Campaign 2443,Marketing campaign for DermAssist through Webinar,DermAssist,Webinar,Southwest,2025-05-05,2025-06-15,195,35111.95,active
2444,RespiraCare Organic Search Campaign 2444,Marketing campaign for RespiraCare through Organic Search,RespiraCare,Organic Search,National,2024-11-25,2024-12-22,236,146781.9,active
2445,OncoGuide Social Media Campaign 2445,Marketing campaign for OncoGuide through Social Media,OncoGuide,Social Media,Midwest,2025-09-13,2025-12-09,360,197951.38,completed
2446,CardioPlus Email Campaign 2446,Marketing campaign for CardioPlus through Email,CardioPlus,Email,National,2026-02-11,2026-03-09,36,144115.47,paused
2447,DermAssist Social Media Campaign 2447,Marketing campaign for DermAssist through Social Media,DermAssist,Social Media,West,2026-01-29,2026-05-09,24,4387.79,paused
2448,CardioPlus Organic Search Campaign 2448,Marketing campaign for CardioPlus through Organic Search,CardioPlus,Organic Search,Northeast,2025-05-18,2025-07-03,125,221940.42,planned
2449,NeuroWell Organic Search Campaign 2449,Marketing campaign for NeuroWell through Organic Search,NeuroWell,Organic Search,Northeast,2025-02-09,2025-04-14,228,155217.78,completed
2450,VitalPath SMS Campaign 2450,Marketing campaign for VitalPath through SMS,VitalPath,SMS,West,2026-03-14,2026-06-22,172,189296.56,paused
2451,OncoGuide Paid Search Campaign 2451,Marketing campaign for OncoGuide through Paid Search,OncoGuide,Paid Search,National,2024-12-24,2025-03-20,441,45235.01,paused
2452,CardioPlus Social Media Campaign 2452,Marketing campaign for CardioPlus through Social Media,CardioPlus,Social Media,Southeast,2024-12-15,2025-01-19,203,238453.06,paused
2453,OncoGuide Email Campaign 2453,Marketing campaign for OncoGuide through Email,OncoGuide,Email,Southeast,2025-09-20,2026-01-14,452,221531.84,paused
2454,OncoGuide Paid Search Campaign 2454,Marketing campaign for OncoGuide through Paid Search,OncoGuide,Paid Search,Southwest,2025-01-29,2025-03-29,267,66191.12,planned
2455,CardioPlus Display Ads Campaign 2455,Marketing campaign for CardioPlus through Display Ads,CardioPlus,Display Ads,Midwest,2025-10-09,2026-01-07,65,31290.01,active
2456,CardioPlus Organic Search Campaign 2456,Marketing campaign for CardioPlus through Organic Search,CardioPlus,Organic Search,National,2024-10-09,2025-01-22,385,49694.15,active
2457,OncoGuide Paid Search Campaign 2457,Marketing campaign for OncoGuide through Paid Search,OncoGuide,Paid Search,West,2024-07-03,2024-10-07,408,90085.2,planned
2458,VitalPath Email Campaign 2458,Marketing campaign for VitalPath through Email,VitalPath,Email,West,2025-05-28,2025-08-23,466,172539.68,planned
2459,GlucoTrack Referral Campaign 2459,Marketing campaign for GlucoTrack through Referral,GlucoTrack,Referral,West,2025-03-20,2025-04-16,396,110823.03,completed
2460,GlucoTrack Content Marketing Campaign 2460,Marketing campaign for GlucoTrack through Content Marketing,GlucoTrack,Content Marketing,West,2024-12-31,2025-03-25,282,220538.97,paused
2461,GlucoTrack Provider Outreach Campaign 2461,Marketing campaign for GlucoTrack through Provider Outreach,GlucoTrack,Provider Outreach,Northeast,2025-10-05,2025-12-18,86,140335.2,planned
2462,NeuroWell Display Ads Campaign 2462,Marketing campaign for NeuroWell through Display Ads,NeuroWell,Display Ads,National,2025-11-21,2026-03-13,174,135139.57,active
2463,OncoGuide Referral Campaign 2463,Marketing campaign for OncoGuide through Referral,OncoGuide,Referral,Southwest,2024-06-08,2024-08-31,193,227427.87,active
2464,DermAssist Webinar Campaign 2464,Marketing campaign for DermAssist through Webinar,DermAssist,Webinar,National,2026-01-01,2026-03-21,142,216959.46,planned
2465,VitalPath Organic Search Campaign 2465,Marketing campaign for VitalPath through Organic Search,VitalPath,Organic Search,Southeast,2025-05-21,2025-06-21,87,3301.13,active
2466,OncoGuide Social Media Campaign 2466,Marketing campaign for OncoGuide through Social Media,OncoGuide,Social Media,Southeast,2025-08-08,2025-09-28,275,36411.76,planned
2467,RespiraCare Display Ads Campaign 2467,Marketing campaign for RespiraCare through Display Ads,RespiraCare,Display Ads,National,2024-10-30,2024-11-24,143,246888.54,active
2468,GlucoTrack Paid Search Campaign 2468,Marketing campaign for GlucoTrack through Paid Search,GlucoTrack,Paid Search,Midwest,2025-11-06,2025-12-06,474,107100.66,active
2469,OncoGuide Email Campaign 2469,Marketing campaign for OncoGuide through Email,OncoGuide,Email,National,2025-10-14,2025-10-29,345,34512.43,active
2470,OncoGuide Social Media Campaign 2470,Marketing campaign for OncoGuide through Social Media,OncoGuide,Social Media,Southeast,2024-05-26,2024-07-14,480,213536.7,paused
2471,OncoGuide Paid Search Campaign 2471,Marketing campaign for OncoGuide through Paid Search,OncoGuide,Paid Search,National,2025-05-09,2025-07-07,436,63193.72,active
2472,OncoGuide Referral Campaign 2472,Marketing campaign for OncoGuide through Referral,OncoGuide,Referral,Midwest,2024-05-19,2024-09-09,389,26103.65,planned
2473,NeuroWell Email Campaign 2473,Marketing campaign for NeuroWell through Email,NeuroWell,Email,Northeast,2025-02-27,2025-04-14,203,171498.94,completed
2474,NeuroWell Display Ads Campaign 2474,Marketing campaign for NeuroWell through Display Ads,NeuroWell,Display Ads,Midwest,2025-10-25,2026-02-17,305,115858.76,paused
2475,NeuroWell Organic Search Campaign 2475,Marketing campaign for NeuroWell through Organic Search,NeuroWell,Organic Search,National,2026-03-19,2026-06-15,50,192672.57,planned
2476,GlucoTrack Provider Outreach Campaign 2476,Marketing campaign for GlucoTrack through Provider Outreach,GlucoTrack,Provider Outreach,National,2025-09-05,2025-10-09,307,171611.15,planned
2477,CardioPlus Organic Search Campaign 2477,Marketing campaign for CardioPlus through Organic Search,CardioPlus,Organic Search,West,2025-04-17,2025-06-08,194,146763.95,active
2478,RespiraCare Social Media Campaign 2478,Marketing campaign for RespiraCare through Social Media,RespiraCare,Social Media,National,2024-07-19,2024-11-10,15,211010.27,completed
2479,CareBridge Organic Search Campaign 2479,Marketing campaign for CareBridge through Organic Search,CareBridge,Organic Search,Northeast,2024-06-08,2024-09-09,199,40256.43,active
2480,CardioPlus Referral Campaign 2480,Marketing campaign for CardioPlus through Referral,CardioPlus,Referral,Southwest,2024-07-18,2024-09-23,250,16801.64,completed
2481,CareBridge Display Ads Campaign 2481,Marketing campaign for CareBridge through Display Ads,CareBridge,Display Ads,Northeast,2026-01-30,2026-04-07,431,238649.54,paused
2482,OncoGuide Paid Search Campaign 2482,Marketing campaign for OncoGuide through Paid Search,OncoGuide,Paid Search,Southwest,2024-10-16,2025-01-27,202,143871.0,completed
2483,RespiraCare Webinar Campaign 2483,Marketing campaign for RespiraCare through Webinar,RespiraCare,Webinar,Northeast,2025-01-23,2025-02-13,156,77224.26,paused
2484,RespiraCare Content Marketing Campaign 2484,Marketing campaign for RespiraCare through Content Marketing,RespiraCare,Content Marketing,National,2025-03-18,2025-05-21,101,193241.93,active
2485,CardioPlus Webinar Campaign 2485,Marketing campaign for CardioPlus through Webinar,CardioPlus,Webinar,Southwest,2025-07-02,2025-09-07,177,162864.14,active
2486,OncoGuide Provider Outreach Campaign 2486,Marketing campaign for OncoGuide through Provider Outreach,OncoGuide,Provider Outreach,Northeast,2025-04-04,2025-05-12,67,36268.34,planned
2487,NeuroWell Provider Outreach Campaign 2487,Marketing campaign for NeuroWell through Provider Outreach,NeuroWell,Provider Outreach,National,2024-12-03,2025-01-04,131,167369.76,completed
2488,DermAssist Webinar Campaign 2488,Marketing campaign for DermAssist through Webinar,DermAssist,Webinar,Northeast,2025-09-07,2025-12-01,357,169356.02,planned
2489,GlucoTrack Content Marketing Campaign 2489,Marketing campaign for GlucoTrack through Content Marketing,GlucoTrack,Content Marketing,Southeast,2025-06-06,2025-09-22,253,232785.37,active
2490,GlucoTrack Content Marketing Campaign 2490,Marketing campaign for GlucoTrack through Content Marketing,GlucoTrack,Content Marketing,Southwest,2025-11-01,2025-12-24,465,144010.73,completed
2491,DermAssist Social Media Campaign 2491,Marketing campaign for DermAssist through Social Media,DermAssist,Social Media,National,2024-10-05,2024-11-13,287,222178.3,completed
2492,DermAssist Email Campaign 2492,Marketing campaign for DermAssist through Email,DermAssist,Email,Southeast,2025-04-10,2025-05-17,456,93073.61,active
2493,NeuroWell Email Campaign 2493,Marketing campaign for NeuroWell through Email,NeuroWell,Email,Southeast,2024-10-25,2024-12-11,487,202802.45,planned
2494,DermAssist Referral Campaign 2494,Marketing campaign for DermAssist through Referral,DermAssist,Referral,Northeast,2024-06-17,2024-09-29,428,126378.54,completed
2495,VitalPath Provider Outreach Campaign 2495,Marketing campaign for VitalPath through Provider Outreach,VitalPath,Provider Outreach,West,2025-10-27,2025-12-14,190,229285.99,completed
2496,VitalPath Provider Outreach Campaign 2496,Marketing campaign for VitalPath through Provider Outreach,VitalPath,Provider Outreach,National,2025-05-10,2025-07-05,408,147946.15,completed
2497,DermAssist Social Media Campaign 2497,Marketing campaign for DermAssist through Social Media,DermAssist,Social Media,Southeast,2025-10-30,2026-02-19,483,92041.67,paused
2498,RespiraCare Provider Outreach Campaign 2498,Marketing campaign for RespiraCare through Provider Outreach,RespiraCare,Provider Outreach,National,2025-01-30,2025-04-26,242,98504.83,paused
2499,NeuroWell Webinar Campaign 2499,Marketing campaign for NeuroWell through Webinar,NeuroWell,Webinar,Southeast,2026-01-04,2026-01-26,221,34238.87,completed
2500,CardioPlus Content Marketing Campaign 2500,Marketing campaign for CardioPlus through Content Marketing,CardioPlus,Content Marketing,West,2024-11-25,2025-01-25,12,85013.98,completed
2501,DermAssist Organic Search Campaign 2501,Marketing campaign for DermAssist through Organic Search,DermAssist,Organic Search,West,2025-05-17,2025-06-11,418,190823.2,active
2502,DermAssist Content Marketing Campaign 2502,Marketing campaign for DermAssist through Content Marketing,DermAssist,Content Marketing,Midwest,2024-12-24,2025-04-17,482,97177.85,paused
2503,NeuroWell Email Campaign 2503,Marketing campaign for NeuroWell through Email,NeuroWell,Email,Midwest,2024-09-05,2024-10-03,437,114940.48,active
2504,GlucoTrack Webinar Campaign 2504,Marketing campaign for GlucoTrack through Webinar,GlucoTrack,Webinar,Northeast,2024-10-20,2024-12-20,398,47853.39,completed
2505,RespiraCare Referral Campaign 2505,Marketing campaign for RespiraCare through Referral,RespiraCare,Referral,Southeast,2024-05-28,2024-09-04,489,147129.74,active
2506,RespiraCare SMS Campaign 2506,Marketing campaign for RespiraCare through SMS,RespiraCare,SMS,Southeast,2025-03-06,2025-07-02,60,221874.33,planned
2507,NeuroWell Display Ads Campaign 2507,Marketing campaign for NeuroWell through Display Ads,NeuroWell,Display Ads,National,2025-04-04,2025-06-29,212,58823.35,planned
2508,GlucoTrack Display Ads Campaign 2508,Marketing campaign for GlucoTrack through Display Ads,GlucoTrack,Display Ads,Midwest,2024-05-10,2024-07-31,331,235216.23,active
2509,DermAssist Referral Campaign 2509,Marketing campaign for DermAssist through Referral,DermAssist,Referral,West,2024-08-05,2024-09-03,41,113318.63,completed
2510,DermAssist Webinar Campaign 2510,Marketing campaign for DermAssist through Webinar,DermAssist,Webinar,Southeast,2024-12-20,2025-01-23,108,185563.72,paused
2511,VitalPath Webinar Campaign 2511,Marketing campaign for VitalPath through Webinar,VitalPath,Webinar,National,2026-03-09,2026-05-26,409,68963.64,paused
2512,NeuroWell Organic Search Campaign 2512,Marketing campaign for NeuroWell through Organic Search,NeuroWell,Organic Search,National,2024-05-25,2024-06-22,255,217814.33,planned
2513,DermAssist Organic Search Campaign 2513,Marketing campaign for DermAssist through Organic Search,DermAssist,Organic Search,Southwest,2025-10-06,2025-12-26,211,57973.41,paused
